Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
870,The Legend of Tarzan,39.0,2001-2003,UPN,Walt Disney Television Animation,,Traditional,6.2,65%,,,,,failed_429
871,Legend of the Three Caballeros,13.0,2018,Disney Channel,6 Point Harness,Canadian co-production,Flash,7.7,79%,,,,,failed_429
872,The Legend of Vox Machina,24.0,2022-present,Amazon Prime Video,Amazon Studios,,Traditional,8.4,91%,,,,,failed_429
873,Legends of Chamberlain Heights,20.0,2016-2017,Comedy Central,Bento Box Entertainment,,Flash,4.9,85%,,,,,failed_429
874,Legion of Super Heroes,26.0,2005-2006,Kids' WB,Warner Bros. AnimationDC Entertainment,,Traditional,7.1,70%,,,,,failed_429
875,Lego Bionicle: The Journey to One,4.0,2016,Netflix,The Lego Group,,CGI,5.4,45%,,,,,failed_429
876,Lego City Adventures,65.0,2019-2022,NickelodeonNetflixYouTube,The Lego Group,Danish co-production,CGI,6.8,64%,,,,,failed_429
877,Lego Elves: Secrets of Elvendale,8.0,2017,Netflix,The Lego Group,Danish co-production,Traditional,6.5,48%,,,,,failed_429
878,Lego Friends: The Power of Friendship,4.0,2016,Netflix,The Lego Group,,CGI,7.0,59%,,,,,failed_429
879,Lego Jurassic World: Legend of Isla Nublar,13.0,2019,Nickelodeon,The Lego Group,Canadian co-production,CGI,6.8,64%,,,,,failed_429
880,Lego Star Wars: Droid Tales,5.0,2015,Disney XD,Lucasfilm,,CGI,7.4,53%,,,,,failed_429
881,Lego Star Wars: The Freemaker Adventures,26.0,2016-2017,Disney XD,Lucasfilm,,CGI,7.3,66%,,,,,failed_429
882,Lego Star Wars: The Resistance Rises,5.0,2016,Disney XD,Lucasfilm,,CGI,6.2,50%,,,,,failed_429
883,Let's Go Luna!,64.0,2018-2022,PBS Kids,Joe Murray Productions,Canadian co-production,Flash,7.7,76%,,,,,failed_429
884,The Liberator,4.0,2020,Netflix,A&E Studios,,Traditional,7.6,77%,,,,,failed_429
885,Liberty's Kids,40.0,2002-2003,PBS Kids,DIC Entertainment,,Traditional,7.9,89%,,,,,failed_429
886,The Life and Times of Juniper Lee,40.0,2005-2007,Cartoon Network,Cartoon Network Studios,,Traditional,6.6,92%,,,,,failed_429
887,The Life & Times of Tim,30.0,2008-2012,HBO,Insane Loon Productions,,Flash,8.3,84%,,,,,failed_429
888,Life with Louie,39.0,1995-1998,Fox Kids,Hyperion Animation,,Traditional,8.3,95%,,,,,failed_429
889,"Like, Share, Die",16.0,2015,Fusion TV,Mondo Media,,Traditional/Flash,5.7,80%,,,,,failed_429
890,Lilo & Stitch: The Series,67.0,2003-2006,Disney Channel,Walt Disney Television Animation,,Traditional,6.8,88%,,,,,failed_429
891,Lil' Bush,17.0,2007-2008,Comedy Central,Sugarshack Animation,,Flash,5.1,81%,,,,,failed_429
892,Linus the Lionhearted,39.0,1964-1969,CBSABC,Ed Graham Productions,,Traditional,6.9,92%,,,,,failed_429
893,The Lion Guard,74.0,2015-2019,Disney Junior,Disney Television Animation,,Flash,6.4,86%,,,,,failed_429
894,Lippy the Lion and Hardy Har Har,52.0,1962-1963,Syndication,Hanna-Barbera,,Traditional,6.4,88%,,,,,failed_429
895,Liquid Television,27.0,1991-1995,MTV,Colossal Pictures,,Traditional/CGI/Stop-Motion,8.0,96%,,,,,failed_429
896,Little Big Awesome,13.0,2018,Amazon Prime Video,Amazon Studios,,Traditional/Live-Action,7.0,69%,,,,,failed_429
897,Little Bill,52.0,1999-2004,Nickelodeon,Nickelodeon Animation Studio,,Flash,6.3,80%,,,,,failed_429
898,The Little Clowns of Happytown,18.0,1987-1988,ABC,Marvel Productions,,Traditional,5.1,58%,,,,,failed_429
899,A Little Curious,43.0,1999-2000,HBO,Curious Pictures,,Traditional/CGI/Stop-Motion/Live-Action,7.3,78%,,,,,failed_429
900,Little Demon,10.0,2022,FXX,ShadowMachine,Canadian co-production,Flash,7.0,67%,,,,,failed_429
901,Little Dracula,10.0,1991-1999,Fox Kids,Bandai Entertainment,3 episodes were left unaired.,Traditional,6.2,91%,,,,,failed_429
902,Little Einsteins,67.0,2005-2009,Playhouse Disney,The Baby Einstein CompanyCurious Pictures,,Flash,6.3,89%,,,,,failed_429
903,Little Ellen,20.0,2021-2022,Cartoonito,Warner Bros. Animation,,Traditional,1.9,42%,,,,,failed_429
904,The Little Lulu Show,52.0,1995-1999,HBO,Golden Book Video,Canadian co-production,Traditional,7.2,92%,,,,,failed_429
905,The Little Mermaid,31.0,1992-1994,CBS,Walt Disney Television Animation,,Traditional,6.7,87%,,,,,failed_429
906,Little Mouse on the Prairie,26.0,1996,Fox Kids,Saban Entertainment,Chinese co-production,Traditional,6.9,89%,,,,,failed_429
907,Little Muppet Monsters,13.0,1985,CBS,Henson Associates,,Traditional/Live-Action,7.5,81%,,,,,failed_429
908,Little People,52.0,2016-2018,Sprout,Mattel Television,British-Canadian co-production,Traditional,6.8,63%,,,,,failed_429
909,The Little Rascals,22.0,1982-1983,ABC,Hanna-Barbera,,Traditional,5.7,87%,,,,,failed_429
910,Little Rosey,18.0,1990-1991,ABC,Nelvana,Canadian co-production,Traditional,5.7,76%,,,,,failed_429
911,Little Shop,13.0,1991,Fox Kids,Saban Entertainment,French co-production,Traditional,4.1,62%,,,,,failed_429
912,Little Wizards,13.0,1987-1988,ABC,Marvel Productions,,Traditional,7.1,65%,,,,,failed_429
913,The Littles,29.0,1983-1985,ABC,DIC Entertainment,French co-production,Traditional,6.5,89%,,,,,failed_429
914,Littlest Pet Shop (1995),40.0,1995,Syndication,Sunbow Entertainment,French-Canadian co-production,Traditional,6.5,91%,,,,,failed_429
915,Littlest Pet Shop (2012),104.0,2012-2016,The Hub Network / Discovery Family,Hasbro Studios,Canadian co-production,Flash,6.3,86%,,,,,failed_429
916,Littlest Pet Shop: A World of Our Own,52.0,2018-2019,Discovery Family,Allspark,Irish co-production,Flash,7.0,70%,,,,,failed_429
917,Liverspots and Astronots,21.0,2018,Facebook Watch,Cartuna,,Flash,5.9,42%,,,,,failed_429
918,Llama Llama,25.0,2018-2019,Netflix,Genius Brands,Irish co-production,Flash,6.4,59%,,,,,failed_429
919,Lloyd in Space,39.0,2001-2004,ABCToon Disney,Walt Disney Television Animation,,Traditional,6.6,94%,,,,,failed_429
920,Loafy,8.0,2020,Comedy Central,Cartuna,,Flash,6.9,90%,,,,,failed_429
921,The Lone Ranger,26.0,1966-1969,CBS,Format Films,,Traditional,7.2,93%,,,,,failed_429
922,Long Ago and Far Away,35.0,1989-1992,PBS,WGBH,,Stop-Motion/Live-Action,8.7,94%,,,,,failed_429
923,Long Live the Royals,4.0,2015,Cartoon Network,Cartoon Network Studios,,Traditional,6.8,68%,,,,,failed_429
924,Loonatics Unleashed,26.0,2006-2008,Kids' WB,Warner Bros. Animation,,Traditional,5.7,85%,,,,,failed_429
925,Looney Tunes Cartoons,72.0,2020-2023,HBO Max,Warner Bros. Animation,,Traditional,8.0,89%,,,,,failed_429
926,The Looney Tunes Show,52.0,2011-2013,Cartoon Network,Warner Bros. Animation,,Traditional/CGI,7.7,95%,,,,,failed_429
927,Lost Ollie,4.0,2022,Netflix,Industrial Light & Magic,,CGI/Live-Action,7.7,73%,,,,,failed_429
928,Lost in Oz,26.0,2015-2018,Amazon Prime Video,Amazon Studios,,CGI,7.5,66%,,,,,failed_429
929,The Loud House,245.0,2016-present,Nickelodeon,Nickelodeon Animation Studio,,Flash,7.0,92%,,,,,failed_429
930,"Love, Death & Robots",36.0,2019-present,Netflix,Blur Studio,,Stop-Motion/CGI/Flash,8.4,93%,,,,,failed_429
931,Lucas Bros. Moving Co.,17.0,2013-2015,FoxFXX,ADHD Studios,,Flash,7.1,73%,,,,,failed_429
932,Lucky Luke,21.0,1981-1982,Syndication,Hanna-Barbera,,Traditional,7.2,95%,,,,,failed_429
933,"Lucy, the Daughter of the Devil",11.0,2007,Adult Swim,Williams Street,,CGI,7.6,71%,,,,,failed_429
934,Lugar Heights,,2001,mun2,,,Flash,6.2,64%,,,,,failed_429
935,Luna Petunia,33.0,2016-2018,Netflix,Saban Brands,Canadian co-production,Flash/Live-Action,6.5,53%,,,,,failed_429
936,Lu & the Bally Bunch,30.0,2023-present,Cartoonito,Brown Bag Films,Irish co-production,Flash,8.7,64%,,,,,failed_429
937,Luno the White Stallion,17.0,1963-1965,,Terrytoons,,Traditional,6.4,55%,,,,,failed_429
938,Lyla in the Loop,13.0,2024-present,PBS Kids,Pipeline Studios,Canadian co-production,Flash,8.3,89%,,,,,failed_429
939,M.O.D.O.K.,10.0,2021,Hulu,Stoopid Buddy Stoodios,,Stop-Motion,6.4,46%,,,,,failed_429
940,Mad,103.0,2010-2013,Cartoon Network,Warner Bros. Animation,,Traditional/Stop-Motion/CGI/Flash,7.2,85%,,,,,failed_429
941,Mad Jack the Pirate,20.0,1998-1999,Fox Kids,Saban Entertainment,,Traditional,8.6,93%,,,,,failed_429
942,Madagascar: A Little Wild,50.0,2020-2022,Hulu,DreamWorks Animation Television,,CGI,6.1,59%,,,,,failed_429
943,Magical Girl Friendship Squad,6.0,2020,Syfy,Cartuna,,Flash,3.4,39%,,,,,"error: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
944,Magical Girl Friendship Squad: Origins,6.0,2020,Syfy,Cartuna,,Flash,2.0,31%,,,,,"error: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Max retries exceeded with url: /api/rest_v1/page/summary/Magical%20Girl%20Friendship%20Squad%3A%20Origins (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x0000017699F79FD0>: Failed to resolve 'en.wikipedia.org' ([Errno 11001] getaddrinfo failed)""))"
945,The Magilla Gorilla Show,31.0,1964-1967,Syndication,Hanna-Barbera,,Traditional,6.2,86%,,,,,"error: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Max retries exceeded with url: /api/rest_v1/page/summary/The%20Magilla%20Gorilla%20Show (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001769BEF5A30>: Failed to resolve 'en.wikipedia.org' ([Errno 11001] getaddrinfo failed)""))"
946,Major Lazer,11.0,2014-2015,FXX,ADHD Studios,,Traditional,7.6,86%,,,,,failed_429
947,Making Fiends,6.0,2008,Nicktoons,Nickelodeon Animation Studio,,Flash,8.0,83%,,,,,failed_429
948,Mao Mao: Heroes of Pure Heart,40.0,2019-2020,Cartoon Network,Cartoon Network Studios,,Flash,7.5,90%,,,,,failed_429
949,Marsupilami,13.0,1993,CBS,Walt Disney Television Animation,,Traditional,6.1,95%,Marsupilami,Comic strip character created by André Franquin,"Marsupilami is a comic book character and fictional animal species created by André Franquin. Its first appearance was in the 31 January 1952 issue of the Franco-Belgian comics magazine Spirou. Since then it appeared regularly in the popular Belgian comics series Spirou & Fantasio, as a pet of the main characters, until Franquin stopped working on the series; the character's final appearance in the series during Franquin's lifetime was in 1970.",https://en.wikipedia.org/wiki/Marsupilami,success
950,Marvel Superheroes: What the--?!,108.0,2009,YouTube,Marvel Entertainment,,Stop-Motion,6.8,68%,,,,,failed_429
951,The Marvel Super Heroes,65.0,1965-1966,Syndication,Marvel Comics,,Traditional,7.4,84%,,,,,failed_429
952,The Marvelous Misadventures of Flapjack,46.0,2008-2010,Cartoon Network,Cartoon Network Studios,,Traditional,7.8,93%,,,,,failed_429
953,Mary Shelley's Frankenhole,20.0,2010-2012,Adult Swim,Williams Street,,Stop-Motion,7.1,66%,,,,,failed_429
954,Mary-Kate and Ashley in Action!,26.0,2001-2002,ABC,DIC Entertainment,,Traditional,3.9,88%,,,,,failed_429
955,Maryoku Yummy,26.0,2010,The Hub,American Greetings,,Flash,8.2,85%,,,,,failed_429
956,The Mask: Animated Series,54.0,1995-1997,CBS,Film Roman,,Traditional,6.9,92%,,,,,failed_429
957,Masters of the Universe: Revelation,10.0,2021,Netflix,Powerhouse Animation Studios,,Traditional,5.6,48%,,,,,failed_429
958,Matty's Funday Funnies,26.0,1959-1961,ABC,Harvey Films,,Traditional,7.4,68%,,,,,failed_429
959,Maxie's World,32.0,1987,Syndication,DIC Entertainment,,Traditional,6.7,90%,,,,,failed_429
960,The Maxx,13.0,1995,MTV,MTV Animation,,Traditional,8.3,85%,,,,,failed_429
961,Maya & Miguel,65.0,2004-2007,PBS Kids Go!,Scholastic Productions,,Traditional,5.9,86%,,,,,failed_429
962,McGee and Me!,12.0,1989-1995,Syndication,Tyndale Productions,,Traditional/Live-Action,7.0,92%,,,,,failed_429
963,Me & Mickey,67.0,2023-present,Disney Junior,Disney Television Animation,,CGI,5.5,68%,,,,,failed_429
964,Meatballs & Spaghetti,25.0,1982-1983,CBS,Marvel Productions,,Traditional,6.9,95%,,,,,failed_429
965,Mech Cadets,10.0,2023-present,Netflix,Polygon Pictures,,CGI,6.7,60%,,,,,failed_429
966,Megas XLR,26.0,2004-2005,Cartoon Network,Cartoon Network Studios,,Traditional,8.2,95%,,,,,failed_429
967,Megamind Rules!,8.0,2024,Peacock,DreamWorks Animation Television,,CGI,2.2,26%,,,,,failed_429
968,Mel-O-Toons,104.0,1959-1960,Syndication,United Artists Television,,Traditional,8.3,91%,,,,,failed_429
969,Men in Black: The Series,53.0,1997-2001,Kids' WB,Adelaide Productions,,Traditional,6.8,91%,,,,,failed_429
970,The Merrie Melodies Show,24.0,1972,Syndication,Warner Bros. Television,,Traditional,8.3,89%,,,,,failed_429
971,Merrie Melodies Starring Bugs Bunny & Friends,65.0,1990-1994,SyndicationFox Kids,Warner Bros. Animation,,Traditional,8.3,93%,,,,,failed_429
972,Metalocalypse,61.0,2006-2013,Adult Swim,Williams Street,,Flash,8.3,94%,,,,,failed_429
973,The Metric Marvels,7.0,1978-1979,NBC,,,Traditional,8.3,92%,,,,,failed_429
974,Mickey Mouse,96.0,2013-2019,Disney Channel,Disney Television Animation,,Flash,8.1,84%,,,,,failed_429
975,Mickey Mouse Clubhouse,125.0,2006-2016,Playhouse Disney (2006-11)Disney Junior (2011-16),Disney Television Animation,,CGI,5.8,79%,,,,,failed_429
976,Mickey Mouse Funhouse,52.0,2021-present,Disney Junior,Disney Television Animation,,CGI,5.5,68%,,,,,failed_429
977,Mickey Mouse Mixed-Up Adventures,174.0,2017-2021,Disney Junior,Disney Television Animation,,CGI,6.0,79%,,,,,failed_429
978,Mickey Mouse Works,96.0,1999-2000,ABC,Walt Disney Television Animation,,Traditional,7.1,95%,,,,,failed_429
979,Mickey's Mouse Tracks,77.0,1992-1995,The Disney Channel,Walt Disney Productions,,Traditional,8.1,90%,,,,,failed_429
980,Middle School Moguls,4.0,2019,Nickelodeon,Nickelodeon Animation Studio,,CGI,8.1,64%,,,,,failed_429
981,Middlemost Post,33.0,2021-2022,Nickelodeon,Nickelodeon Animation Studio,,Traditional,6.3,71%,,,,,failed_429
982,The Midnight Gospel,8.0,2020,Netflix,Netflix Animation,,Flash,8.2,93%,,,,,failed_429
983,Mighty Ducks: The Animated Series,26.0,1996-1997,ABC,Walt Disney Television Animation,,Traditional,6.4,86%,,,,,failed_429
984,The Mighty Heroes,21.0,1966-1967,CBS,Terrytoons,,Traditional,7.2,91%,,,,,failed_429
985,Mighty Magiswords,92.0,2016-2019,Cartoon Network,Cartoon Network Studios,,Flash,4.6,78%,,,,,failed_429
986,Mighty Man and Yukk,32.0,1980-1981,ABC,Ruby-Spears Enterprises,,Traditional,5.4,87%,,,,,failed_429
987,Mighty Mouse Playhouse,,1955-1967,CBS,Terrytoons,,Traditional,6.8,90%,,,,,failed_429
988,Mighty Mouse: The New Adventures,19.0,1987-1988,CBS,Bakshi Animation,,Traditional,7.0,92%,,,,,failed_429
989,The Mighty Ones,40.0,2020-2022,Hulu,DreamWorks Animation Television,,Flash,6.7,53%,,,,,failed_429
990,Mike Judge Presents: Tales from the Tour Bus,16.0,2017-2018,Cinemax,Judgemental FilmsZipper Bros Films,,Traditional/Live-Action,8.6,87%,,,,,failed_429
991,Mike Tyson Mysteries,70.0,2014-2020,Adult Swim,Warner Bros. AnimationWilliams Street,,Traditional,8.2,89%,,,,,failed_429
992,Miles from Tomorrowland,75.0,2015-2018,Disney Junior,Wild Canary Animation,,CGI,6.5,85%,,,,,failed_429
993,Milo Murphy's Law,40.0,2016-2019,Disney XD (season 1)Disney Channel (season 2),Disney Television Animation,,Traditional,7.6,84%,,,,,failed_429
994,Milton the Monster,26.0,1965-1968,ABC,Hal Seeger Productions,,Traditional,7.1,88%,,,,,failed_429
995,Mina and the Count,6.0,1995-1999,Nickelodeon,Frederator Studios,,Traditional,8.0,98%,,,,,failed_429
996,Minnie's Bow-Toons,89.0,"2011-2016, 2021-present",Disney Junior,Disney Television Animation,,CGI,5.6,79%,,,,,failed_429
997,Minoriteam,19.0,2006,Adult Swim,Williams Street,,Flash,4.4,79%,,,,,failed_429
998,"Mira, Royal Detective",54.0,2020-2022,Disney Junior,Wild Canary Animation,,CGI,7.4,76%,,,,,failed_429
999,The Misfortune of Being Ned,20.0,2013-2014,YouTube,YouTube Studio,,Flash,8.7,90%,,,,,failed_429
1000,Mission Hill,13.0,1999-2001,The WBAdult Swim,Castle Rock Entertainment,,Traditional,7.8,97%,,,,,failed_429
1001,Mister Magoo,130.0,1960-1962,Syndication,United Productions of America,,Traditional,6.4,88%,,,,,failed_429
1002,Mister T,30.0,1983-1985,NBC,Ruby-Spears Enterprises,,Traditional,5.8,82%,,,,,failed_429
1003,Misterjaw,34.0,1976-1977,NBC,DePatie-Freleng Enterprises,,Traditional,7.1,98%,,,,,failed_429
1004,Mixels,26.0,2014-2016,Cartoon Network,The Lego GroupCartoon Network Studios,,Traditional/Flash,3.7,87%,,,,,failed_429
1005,Moby Dick and Mighty Mightor,18.0,1967-1968,CBS,Hanna-Barbera,,Traditional,6.4,83%,,,,,failed_429
1006,Momma Named Me Sheriff,19.0,2019-2021,Adult Swim,Williams Street,,Flash,6.1,57%,,,,,failed_429
1007,Monchhichis,13.0,1983,ABC,Hanna-Barbera,,Traditional,6.5,76%,,,,,failed_429
1008,The Monchhichis/Little Rascals/Richie Rich Show,,1983-1984,ABC,Hanna-Barbera,,Traditional,6.0,95%,,,,,failed_429
1009,Mongo Wrestling Alliance,10.0,2011,Adult Swim,Mirari FilmsWilliams Street,,Flash,3.8,67%,,,,,failed_429
1010,Monsters at Work,10.0,2021-present,Disney+,Disney Television Animation,,CGI,7.0,72%,,,,,failed_429
1011,Monsters vs. Aliens,26.0,2013-2014,Nickelodeon,DreamWorks AnimationNickelodeon Animation Studio,,CGI,6.4,71%,,,,,failed_429
1012,Monster Farm,13.0,1998-1999,Fox Family,Saban Entertainment,,Traditional,6.2,65%,,,,,failed_429
1013,Monster High,14.0,2022-present,Nickelodeon,Nickelodeon Animation Studio,,CGI,5.1,47%,,,,,failed_429
1014,Monster High (web series),175.0,2010-2018,YouTube,Mattel Television,,Flash,7.6,82%,,,,,failed_429
1015,MoonDreamers,16.0,1986-1987,Syndication,Sunbow Productions,,Traditional,7.8,94%,,,,,failed_429
1016,Moon Girl and Devil Dinosaur,16.0,2023-present,Disney Channel,Marvel Animation,,Traditional,7.7,66%,,,,,failed_429
1017,Moral Orel,40.0,2005-2008,Adult Swim,ShadowMachineWilliams Street,,Stop-Motion,8.1,92%,,,,,failed_429
1018,Mork & Mindy/Laverne & Shirley/Fonz Hour,27.0,1982-1983,ABC,Hanna-Barbera,,Traditional,6.2,84%,,,,,failed_429
1019,Mortal Kombat: Defenders of the Realm,13.0,1996,USA Network,Film Roman,,Traditional,5.8,92%,,,,,failed_429
1020,The Most Popular Girls in School,82.0,2012-2017,YouTube,Extra Credit Studios,,Stop-Motion,8.8,95%,,,,,failed_429
1021,Mother Goose and Grimm,26.0,1991-1992,CBS,Film Roman,,Traditional,8.2,92%,,,,,failed_429
1022,Motorcity,20.0,2012-2013,Disney XD,Disney Television Animation,,Flash,7.2,86%,,,,,failed_429
1023,The Mouse and the Monster,13.0,1996-1997,UPN,Saban Entertainment,,Traditional,6.5,49%,,,,,failed_429
1024,The Mouse Factory,43.0,1972-1973,Syndication,Walt Disney Productions,,Traditional,8.4,97%,,,,,failed_429
1025,The Moxy Show,24.0,1993-1995,Cartoon Network,Hanna-Barbera,,CGI,7.0,82%,,,,,failed_429
1026,Mr. Bogus,43.0,1991-1993,Syndication,Zodiac Entertainment,,Traditional,7.4,85%,,,,,failed_429
1027,The Mr. Peabody & Sherman Show,52.0,2015-2017,Netflix,DreamWorks Animation Television,,Flash,8.2,63%,,,,,failed_429
1028,Mr. Pickles,32.0,2014-2019,Adult Swim,Williams Street,,Flash,7.3,87%,,,,,failed_429
1029,¡Mucha Lucha!,52.0,2002-2005,Kids' WB,Warner Bros. Animation,,Flash,5.8,89%,,,,,failed_429
1030,Mulligan,10.0,2023-present,Netflix,Bento Box Entertainment,,Flash,4.9,54%,,,,,failed_429
1031,The Mumbly Cartoon Show,16.0,1976-1977,ABC,Hanna-Barbera,,Traditional,6.9,86%,,,,,failed_429
1032,The Mummy,26.0,2001-2003,Kids' WB,Universal Cartoon Studios,,Traditional,6.2,79%,,,,,failed_429
1033,Muppet Babies (1984),107.0,1984-1991,CBS,Henson Associates,,Traditional,7.5,88%,,,,,failed_429
1034,Muppet Babies (2018),71.0,2018-2022,Disney Junior,The Muppets Studio,,CGI,6.6,78%,,,,,failed_429
1035,Mutant League,40.0,1994-1996,Syndication,Claster Television,,Traditional,7.5,96%,,,,,failed_429
1036,My Adventures with Superman,6.0,2023-present,Adult Swim,DC Studios,,Traditional,7.7,83%,,,,,failed_429
1037,My Dad the Bounty Hunter,10.0,2023-present,Netflix,Netflix Animation,,CGI,7.2,73%,,,,,failed_429
1038,My Friends Tigger & Pooh,63.0,2007-2010,Playhouse Disney,Walt Disney Television Animation,,CGI,5.4,80%,,,,,failed_429
1039,My Gym Partner's a Monkey,100.0,2005-2008,Cartoon Network,Cartoon Network Studios,,Traditional,5.8,85%,,,,,failed_429
1040,My Little Pony,65.0,1986-1987,Syndication,Sunbow Productions,,Traditional,7.7,88%,,,,,failed_429
1041,My Little Pony Tales,26.0,1992,The Disney Channel,Sunbow Productions,,Traditional,6.4,76%,,,,,failed_429
1042,M.A.S.K.,75.0,1985-1986,Syndication,DIC Entertainment,French co-production,Traditional,7.3,89%,,,,,failed_429
1043,Mack & Moxy,12.0,2016,PBS Kids,Georgia Public Broadcasting,Canadian co-production,CGI,7.7,75%,,,,,failed_429
1044,Madeline,59.0,1993-2001,Fox FamilyABCDisney Channel,DIC Entertainment,Canadian-French co-production,Traditional,6.7,96%,,,,,failed_429
1045,The Magic School Bus,52.0,1994-1997,PTV,Scholastic Productions,Canadian co-production,Traditional,7.8,90%,,,,,failed_429
1046,The Magic School Bus Rides Again,30.0,2017-2021,Netflix,Scholastic Productions,Canadian co-production,Flash,6.4,55%,,,,,failed_429
1047,Make Way for Noddy,100.0,2002-2006,PBS Kids,SD Entertainment,British co-production,CGI,5.7,92%,,,,,failed_429
1048,Mama Mirabelle's Home Movies,26.0,2007-2008,PBS Kids,National Geographic Society,British co-production,Flash,7.1,83%,,,,,failed_429
1049,The Many Adventures of Mr. Millman,20.0,2006,PBS Kids Sprout,OddBot Inc.,British co-production,Flash/Live action,6.2,74%,,,,,failed_429
1050,Martha Speaks,96.0,2008-2014,PBS Kids,WGBH,Canadian co-production,Flash,6.6,92%,,,,,failed_429
1051,Marvel Super Hero Adventures,40.0,2017-2020,Disney Junior,Marvel Animation,Canadian co-production,Flash,5.7,51%,,,,,failed_429
1052,Max Steel (2000),35.0,2000-2002,Kids' WB,Mattel Television,Canadian co-production,Traditional,6.1,91%,,,,,failed_429
1053,Max Steel (2013),52.0,2013-2014,Disney XD,Mattel Television,Canadian co-production. Season 2 aired on Netflix.,CGI,6.6,85%,,,,,failed_429
1054,Maya and the Three,9.0,2021,Netflix,Netflix Animation,Mexican co-production,CGI,8.1,76%,,,,,failed_429
1055,Mecha Builders,26.0,2022-present,Cartoonito,Sesame Workshop,Canadian co-production,CGI,7.8,66%,,,,,failed_429
1056,Mega Babies,26.0,1999-2000,Fox Family,Sony Wonder Television,Canadian co-production,Traditional,2.6,33%,,,,,failed_429
1057,Mega Man,27.0,1994-1996,Syndication,Ruby-Spears Enterprises,Canadian-Japanese co-production,Traditional,6.6,91%,,,,,failed_429
1058,Mega Man: Fully Charged,52.0,2018-2019,Cartoon Network,Dentsu Entertainment USA,Canadian-Japanese co-production,CGI,4.1,58%,,,,,failed_429
1059,Midnight Patrol: Adventures in the Dream Zone,13.0,1990,Syndication,Hanna-Barbera,British co-production,Traditional,8.0,94%,,,,,failed_429
1060,The Mighty B!,40.0,2008-2011,Nickelodeon,Paper Kite ProductionsNickelodeon Animation Studio,The last 13 episodes aired on Nicktoons.,Traditional,5.3,80%,,,,,failed_429
1061,The Mighty Hercules,128.0,1963-1966,Syndication,Adventure Cartoon Productions,Canadian co-production,Traditional,6.6,90%,,,,,failed_429
1062,Mighty Orbots,13.0,1984,ABC,MGM Television,Japanese co-production,Traditional,7.5,95%,,,,,failed_429
1063,"Mike, Lu & Og",26.0,1999-2000,Cartoon Network,Kinofilm,Russian co-production,Traditional,6.2,86%,,,,,failed_429
1064,Molly of Denali,64.0,2019-present,PBS Kids,WGBH,Canadian co-production,Traditional,8.8,78%,,,,,failed_429
1065,Monster Force,13.0,1994,Syndication,Universal Cartoon Studios,Canadian co-production,Traditional,7.3,88%,,,,,failed_429
1066,Monsuno,65.0,2012-2014,Nicktoons,Topps Animation,Japanese co-production,Traditional,4.9,92%,,,,,failed_429
1067,Moonbeam City,10.0,2015,Comedy Central,"Titmouse, Inc.",Canadian co-production,Flash,6.9,85%,,,,,failed_429
1068,Mother Up!,13.0,2013-2014,Hulu,Broadway Video,Canadian co-production,Flash,5.4,60%,,,,,failed_429
1069,Motown Magic,51.0,2018-2019,Netflix,PolyGram Entertainment,Australian co-production,CGI,8.1,82%,,,,,failed_429
1070,The Mr. Men Show (1997),39.0,1997-1999,Syndication,Breakthrough Entertainment,Canadian co-production,Traditional/Live-Action,7.6,79%,,,,,failed_429
1071,The Mr. Men Show (2008),52.0,2008-2009,Cartoon Network,Renegade Animation,British co-production,Flash,7.1,93%,,,,,failed_429
1072,Mummies Alive!,42.0,1997,Syndication,DIC Entertainment,Canadian co-production,Traditional,7.0,86%,,,,,failed_429
1073,My Life as a Teenage Robot,40.0,2003-2009,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,Season 3 aired on Nicktoons Network.,Traditional,7.0,94%,,,,,failed_429
1074,My Little Pony: Equestria Girls,70.0,2017-2020,YouTube,Hasbro Studios,Canadian co-production,Flash,5.2,89%,,,,,failed_429
1075,My Little Pony: Equestria Girls - Summertime Shorts,16.0,2017,Discovery Family,Hasbro Studios,Irish co-production,Flash,7.9,95%,,,,,failed_429
1076,My Little Pony: Friendship Is Magic,222.0,2010-2019,The Hub Network / Discovery Family,Hasbro Studios,Canadian co-production,Flash,7.7,88%,,,,,failed_429
1077,My Little Pony: Make Your Mark,17.0,2022-present,Netflix,Hasbro Studios,Canadian co-production,CGI,5.8,57%,,,,,failed_429
1078,My Little Pony: Pony Life,40.0,2020-2021,Discovery Family,Hasbro Studios,Irish co-production,Flash,5.1,82%,,,,,failed_429
1079,My Pet Monster,13.0,1987,ABC,Nelvana,Canadian co-production,Traditional,6.8,79%,,,,,failed_429
1080,Mysticons,40.0,2017-2018,NickelodeonNicktoons,Topps Animation,Canadian co-production,Flash,5.3,84%,,,,,failed_429
1081,Nacho Bear,7.0,2008,Cartoon Network,Cartoon Network Studios,,Flash,7.4,72%,,,,,failed_429
