Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
338,Curious George (2006),198.0,2006-2022,PBS KidsPeacock,Universal Animation Studios,,Traditional,6.5,73%,Curious George (film),2006 animated film directed by Matthew O'Callaghan,"Curious George is a 2006 American animated adventure comedy film directed by Matthew O'Callaghan and written by Ken Kaufman, based on the book series by H. A. Rey and Margret Rey. The film is an origin story of how the Man with the Yellow Hat met George while trying to save the Bloomsberry museum from closing. The voice cast includes Will Ferrell, Drew Barrymore, David Cross, Eugene Levy, Joan Plowright, and Dick Van Dyke.",https://en.wikipedia.org/wiki/Curious_George_(film),success
339,Curses!,10.0,2023-present,Apple TV+,DreamWorks Animation Television,,CGI,6.8,67%,Curse (disambiguation),Topics referred to by the same term,A curse is a spell or incantation intended to harm.,https://en.wikipedia.org/wiki/Curse_(disambiguation),success
340,The Cyanide & Happiness Show,41.0,2014-2019,YouTubeSeesoVRV,LowBrow Studios,,Flash,7.9,96%,The Cyanide & Happiness Show,American animated web series,"The Cyanide & Happiness Show is an American adult animated web and streaming television series created by Kris Wilson, Rob DenBleyker, Matt Melvin, and Dave McElfatrick based on their webcomic Cyanide & Happiness. Each episode consists of a few short stories that have little to no connection to each other. The creators described the goal of each episode to be ""to extract the human excretion known as laughter from your face hole via fast-paced weird comedy.""",https://en.wikipedia.org/wiki/The_Cyanide_%26_Happiness_Show,success
341,C Bear and Jamal,13.0,1996-1997,Fox Kids,Film Roman,German co-production,Traditional,5.8,87%,C Bear and Jamal,German-American animated series,"C Bear and Jamal is a musical comedy animated children's television series that originally aired on the Fox Kids programming block from 1996 to 1997. It centers on an elementary school-aged boy named Jamal and his companion ""C Bear"", an orange hip-hop teddy bear who raps. Film Roman co-produced the show.",https://en.wikipedia.org/wiki/C_Bear_and_Jamal,success
342,Cadillacs and Dinosaurs,13.0,1993-1994,CBS,Nelvana,Canadian co-production,Traditional,7.0,95%,Cadillacs and Dinosaurs,Topics referred to by the same term,"Cadillacs and Dinosaurs may refer to:Xenozoic Tales, or Cadillacs and Dinosaurs, an American comic book series and its adaptations
Cadillacs and Dinosaurs , a 1990 role-playing game
Cadillacs and Dinosaurs , a 1993 video game
Cadillacs and Dinosaurs , a 1993 American–Canadian animated television series
Cadillacs and Dinosaurs: The Second Cataclysm, a 1994 video game",https://en.wikipedia.org/wiki/Cadillacs_and_Dinosaurs,success
343,Camp Candy,39.0,1989-1992,NBC,DIC Entertainment,Canadian co-production,Traditional,6.8,93%,Camp Candy,Animated television series,"Camp Candy is an animated television series produced by DIC Animation City, Saban Entertainment and Worldvision Enterprises, in association with Frostbacks Productions, with comedian John Candy providing the voice for an animated version of himself. Thirteen new episodes ran in syndication in the 1992 season, distributed by Worldvision Enterprises, along with repeats of the previous episodes. The series was later rerun on the Fox Family cable channel from 1998 to 2001. Ownership of the series passed to Disney following Saban Entertainment's closure in 2001.",https://en.wikipedia.org/wiki/Camp_Candy,success
344,Captain Harlock and the Queen of a Thousand Years,65.0,1986,Syndication,Harmony Gold USA,Japanese co-production,Traditional,7.7,96%,Captain Harlock and the Queen of a Thousand Years,American animated television series,Captain Harlock and the Queen of a Thousand Years is an animated science fiction television series produced by Harmony Gold USA. The series was created by Carl Macek by combining footage from Leiji Matsumoto's Captain Harlock and Queen Millennia anime series.,https://en.wikipedia.org/wiki/Captain_Harlock_and_the_Queen_of_a_Thousand_Years,success
346,Captain N: The Game Master,34.0,1989-1991,NBC,DIC Entertainment,Canadian co-production,Traditional,6.3,79%,Captain N: The Game Master,American animated television series,"Captain N: The Game Master is an American animated television series that aired on NBC from 1989 to 1991 as part of its Saturday-morning cartoon lineup. Produced by DIC Animation City, it incorporated elements from video games of the time by Japanese company Nintendo. There was also a comic book adaptation by Valiant Comics.",https://en.wikipedia.org/wiki/Captain_N%3A_The_Game_Master,success
347,Care Bears,11.0,1985,Syndication,DIC Entertainment,Canadian co-production,Traditional,7.2,90%,Care Bears,Fictional character group,"Care Bears are multi-colored bears, painted in 1981 by artist Elena Kucharik to be used on greeting cards from American Greetings. They were turned into plush teddy bears and featured in the animated TV specials The Care Bears in the Land Without Feelings (1983) and The Care Bears Battle the Freeze Machine (1984) before headlining their own television series called Care Bears from 1985 to 1988. They also had multiple feature films, including The Care Bears Movie (1985), Care Bears Movie II: A New Generation (1986), and The Care Bears Adventure in Wonderland (1987).",https://en.wikipedia.org/wiki/Care_Bears,success
348,The Care Bears Family,49.0,1986-1988,ABCSyndication,DIC Entertainment,Canadian co-production,Traditional,6.0,87%,The Care Bears Family,Children's animated television series,"The Care Bears Family is a Canadian animated television series produced by Nelvana and C.B.I.S. Productions based on the American franchise of the same name, and is the successor series to the American animated series produced by DIC Entertainment. It was originally broadcast from September 13, 1986 to November 25, 1988 on the Global Television Network in Canada. 49 episodes were produced.",https://en.wikipedia.org/wiki/The_Care_Bears_Family,success
349,Care Bears: Unlock the Magic,49.0,2019-2020,Boomerang,Cloudco Entertainment,Canadian co-production,Flash,7.6,74%,Care Bears: Unlock the Magic,Children's animated television series,"Care Bears: Unlock the Magic is an animated children's television series and the sixth television series based on the Care Bears franchise, following Care Bears & Cousins.",https://en.wikipedia.org/wiki/Care_Bears%3A_Unlock_the_Magic,success
351,Carol & The End of The World,10.0,2023,Netflix,Bardel Entertainment,Canadian co-production,Flash,7.2,80%,Carol & the End of the World,American animated television miniseries,"Carol & the End of the World is an American adult animated comedy drama television miniseries created by Dan Guterman for Netflix. Produced by Bardel Entertainment, it was released on December 15, 2023.",https://en.wikipedia.org/wiki/Carol_%26_the_End_of_the_World,success
352,Cartoon Sushi,15.0,1997-1998,MTV,MTV Animation,Canadian co-production,Traditional/Stop-Motion/CGI/Flash,7.3,82%,Cartoon Sushi,American animated showcase program (1997–1998),"Cartoon Sushi is an adult-animated showcase program that aired on MTV from 1997 to 1998. It was developed by Eric Calderon and produced by Nick Litwinko, and was the successor to Liquid Television. The title screen opening was illustrated by Ed, Edd n Eddy creator Danny Antonucci. Each episode featured internationally produced cartoons, along with some original material created for the show.",https://en.wikipedia.org/wiki/Cartoon_Sushi,success
354,The Cat in the Hat Knows a Lot About That!,80.0,2010-2018,PBS Kids,Random House,British-Canadian co-production,Flash,6.4,83%,The Cat in the Hat Knows a Lot About That!,Children's educational television series,"The Cat in the Hat Knows a Lot About That! is an animated musical educational children's television series feature starring Martin Short as The Cat in the Hat. The series premiered on Treehouse TV in Canada on August 7, 2010, also airing on YTV and Nickelodeon Canada on weekday mornings from 2012 to 2013, and on PBS Kids and PBS Kids Preschool Block in the US on September 6, 2010; it also aired on CITV and Tiny Pop in the UK, and Disney Junior India. The series is based on Random House's Beginner Books franchise and The Cat in the Hat's Learning Library, itself based on the 1957 children's book The Cat in the Hat.",https://en.wikipedia.org/wiki/The_Cat_in_the_Hat_Knows_a_Lot_About_That!,success
356,Celebrity Deathmatch,93.0,"1998-2002, 2006-2007","MTV, MTV2",Fogelmania ProductionsMTV Animation,Canadian co-production,Stop-Motion,6.9,95%,Celebrity Deathmatch,American animated television series,"Celebrity Deathmatch is an adult stop-motion claymation series created by Eric Fogel for MTV. It is a parody of sports entertainment programs that depicts claymated caricatures of various celebrities engaging in highly stylized professional wrestling matches. The series was known for its large amount of gory violence, including combatants employing different abilities and weapons to deliver particularly brutal attacks, resulting in exaggerated physical injuries.",https://en.wikipedia.org/wiki/Celebrity_Deathmatch,success
358,Charlie's Colorforms City,39.0,2019-2022,Netflix,9 Story USA,Canadian co-production,CGI,6.6,58%,Charlie's Colorforms City,2019 animated children's series,"Charlie's Colorforms City is a children's television series created by Angela Santomero, based on Colorforms, and presented by Tyler Maxwell. The show educates children about colors, shapes, and size; the show is co-produced for Netflix by 9 Story USA and IoM Media Ventures. The series premiered on Netflix on March 22, 2019, with season 1 consisting of 13 episodes. Several new episodes were released on November 30, 2021. Another 11 episodes were released on June 13, 2022.",https://en.wikipedia.org/wiki/Charlie's_Colorforms_City,success
359,Chico Bon Bon: Monkey with a Tool Belt,38.0,2020,Netflix,Silvergate Media,British-Irish co-production,CGI,6.3,53%,Chico Bon Bon: Monkey with a Tool Belt,2020 American children's animated TV series,"Chico Bon Bon: Monkey with a Tool Belt is an American animated children's television series based on a series of books of the same name by Chris Monroe. The series is set in Blunderburg and revolves around Chico Bon Bon and his friends Clark the elephant, Rainbow Thunder the daredevil cat and Tiny the mouse trying to solve problems using STEM concepts. Produced by Silvergate Media and animated by Brown Bag Films, the series premiered on May 8, 2020 on Netflix. A holiday special Chico Bon Bon and the Very Berry Holiday was released on December 4, 2020.",https://en.wikipedia.org/wiki/Chico_Bon_Bon%3A_Monkey_with_a_Tool_Belt,success
